Período,Região ID,Valor
2018-01-15T00:00:00.000Z,27,45
2000-01-15T00:00:00.000Z,32,45.02
2016-01-15T00:00:00.000Z,52,45.04
2015-01-15T00:00:00.000Z,52,45.17
2015-01-15T00:00:00.000Z,15,45.2
2011-01-15T00:00:00.000Z,32,45.48
2010-01-15T00:00:00.000Z,15,45.66
2013-01-15T00:00:00.000Z,52,46.14
2004-01-15T00:00:00.000Z,33,46.23
2015-01-15T00:00:00.000Z,24,46.48
2005-01-15T00:00:00.000Z,32,46.83
2016-01-15T00:00:00.000Z,29,46.86
2017-01-15T00:00:00.000Z,29,47.14
2015-01-15T00:00:00.000Z,23,47.22
2001-01-15T00:00:00.000Z,33,47.35
2000-01-15T00:00:00.000Z,33,47.73
2016-01-15T00:00:00.000Z,26,47.93
2004-01-15T00:00:00.000Z,32,48
2018-01-15T00:00:00.000Z,12,48.03
2023-01-15T00:00:00.000Z,16,48.18
2018-01-15T00:00:00.000Z,16,48.4
2014-01-15T00:00:00.000Z,24,48.56
2003-01-15T00:00:00.000Z,32,48.98
2004-01-15T00:00:00.000Z,26,49.18
2010-01-15T00:00:00.000Z,32,49.22
2003-01-15T00:00:00.000Z,33,49.43
2002-01-15T00:00:00.000Z,32,50.16
2016-01-15T00:00:00.000Z,16,50.33
2005-01-15T00:00:00.000Z,26,50.53
2008-01-15T00:00:00.000Z,26,50.53
2014-01-15T00:00:00.000Z,28,50.69
2006-01-15T00:00:00.000Z,32,50.83
2018-01-15T00:00:00.000Z,28,50.87
2021-01-15T00:00:00.000Z,16,51.08
2013-01-15T00:00:00.000Z,23,51.41
2016-01-15T00:00:00.000Z,15,51.41
2006-01-15T00:00:00.000Z,26,51.7
2007-01-15T00:00:00.000Z,26,52.24
2000-01-15T00:00:00.000Z,26,52.64
2014-01-15T00:00:00.000Z,23,52.81
2002-01-15T00:00:00.000Z,26,52.83
2006-01-15T00:00:00.000Z,27,52.87
2002-01-15T00:00:00.000Z,33,52.93
2007-01-15T00:00:00.000Z,32,53.45
2003-01-15T00:00:00.000Z,26,53.74
2018-01-15T00:00:00.000Z,15,54.03
2018-01-15T00:00:00.000Z,24,54.04
2018-01-15T00:00:00.000Z,23,54.51
2008-01-15T00:00:00.000Z,32,54.7
2017-01-15T00:00:00.000Z,15,54.86
2015-01-15T00:00:00.000Z,27,54.95
2009-01-15T00:00:00.000Z,32,55.07
2016-01-15T00:00:00.000Z,24,55.41
2017-01-15T00:00:00.000Z,27,56.72
2016-01-15T00:00:00.000Z,27,57.09
2001-01-15T00:00:00.000Z,26,57.18
2017-01-15T00:00:00.000Z,26,58.2
2017-01-15T00:00:00.000Z,28,59.2
2007-01-15T00:00:00.000Z,27,59.56
2015-01-15T00:00:00.000Z,28,59.66
2009-01-15T00:00:00.000Z,27,60.07
2008-01-15T00:00:00.000Z,27,60.86
2017-01-15T00:00:00.000Z,23,60.87
2017-01-15T00:00:00.000Z,12,61.1
2012-01-15T00:00:00.000Z,27,64.9
2017-01-15T00:00:00.000Z,24,65.49
2014-01-15T00:00:00.000Z,27,65.72
2016-01-15T00:00:00.000Z,28,66.6
2010-01-15T00:00:00.000Z,27,66.64
2013-01-15T00:00:00.000Z,27,67.92
2018-01-15T00:00:00.000Z,14,70.3
2011-01-15T00:00:00.000Z,27,71.42
